id,M9_solder_measurement,M9_board_measurement,M8_solder_measurement,M8_board_measurement,M7_solder_measurement,M7_board_measurement,M9_board_measurement_sm,M9_solder_measurement_sm,M8_board_measurement_sm,M8_solder_measurement_sm,M7_board_measurement_sm,M7_solder_measurement_sm,M9_solder_simulation,M9_board_simulation,M8_solder_simulation,M8_board_simulation,M7_solder_simulation,M7_board_simulation
54,69.5625,96.873,56.6367,77.9934,43.9411,66.1024,96.8859976268377,69.1508533677797,78.9877505912309,56.5961844237096,65.6843061525362,43.8582800771941,51.1065673,72.5858819,49.014523,68.3030122,47.9599935,66.13183
55,70.3008,99.6471,57.5342,78.2265,44.6493,66.3357,98.1357527678616,70.160051335335,79.8961482222761,57.5099307916994,66.5537045489183,44.6064857059701,51.5237972,73.0789169,49.3857569,68.740792,48.3080938,66.5419044
56,71.078,101.1332,58.5483,78.5762,45.3179,67.6577,99.3011904589158,71.165163944569,80.8756988066202,58.4509052455609,67.4813187152688,45.3408729338033,51.9387749,73.5649074,49.7549763,69.1722722,48.654301,66.9460567
57,71.9328,99.7644,59.445,80.2858,46.0649,67.5022,100.403504736447,72.1636396217287,81.9163013498609,59.4056889988644,68.416278878998,46.0705793204555,52.3514876,74.0439742,50.1221655,69.5975613,48.9986005,67.3443784
58,73.0984,100.1554,60.4192,82.7734,46.7327,67.3856,101.463889636901,73.1529267930606,83.0078548575961,60.3608632651803,69.3077152675161,46.8047424256885,52.7619173,74.5162375,50.4873115,70.0167675,49.340981,67.7369897
59,73.9919,101.7593,61.2374,83.9008,47.5573,69.4847,102.503539196724,74.1304738848118,84.1402583354236,61.3030092580788,70.1047581082334,47.5524998092642,53.1700516,74.9818157,50.8504068,70.4299967,49.681433,68.1239881
60,75.0797,102.4639,61.9773,84.9897,48.3029,70.5339,103.454314715044,75.0926790175457,85.4785854600852,62.2433781430603,70.7887703901479,48.3038354687064,53.5758851,75.4408245,51.2114452,70.8373536,50.0199491,68.5054559
61,76.1286,102.6988,63.0286,87.7519,49.0481,70.806,104.294555956656,76.040974644931,87.0494354406587,63.1943449834475,71.40567065443,49.0502510844389,53.9794104,75.8933781,51.5704183,71.2389411,50.3565239,68.881509
62,76.9832,105.2455,64.235,90.6722,49.8321,73.215,105.115174656505,76.9803606928721,88.6349955812453,64.1441768395445,72.0014224567491,49.8031607405738,54.3806222,76.3395895,51.9273246,71.6348598,50.6911536,69.2522394
63,77.9157,108.0311,65.3245,90.5163,50.5765,75.507,106.007082549537,77.9158370872735,90.0174531859468,65.0811407716552,72.6219893527744,50.573978521223,54.7795168,76.7795697,52.2821576,72.02521,51.0238357,69.6177247
64,78.9258,107.9919,66.3357,91.1007,51.3206,75.3905,107.021694628512,78.8467790306209,91.2132618101262,66.0101309162436,73.1853636470233,51.360757543727,55.176102,77.2134277,52.6349172,72.4100893,51.354569,69.9780756
65,79.7418,107.8348,67.0357,94.2583,52.0642,74.0696,108.109137967438,79.7701184257615,92.3770057714254,66.9406043542141,73.640690082844,52.1550161541114,55.5703631,77.64127,52.9856026,72.7895949,51.6833537,70.3333727
66,80.7522,109.3273,67.7354,95.3506,52.8858,73.7589,109.208392423128,80.6871902491425,93.498068517364,67.8676725625316,74.0806608741528,52.9583662795164,55.9623038,78.0632014,53.3342148,73.1638201,52.0101914,70.6837122
67,81.7627,109.9561,68.5518,93.9463,53.7461,74.0307,110.258437852396,81.5993294772111,94.5658334954612,68.7864470181608,74.5979682348654,53.7724198470823,56.3519281,78.479325,53.6807584,73.5328569,52.3350829,71.0291725
68,82.579,109.3273,69.6013,94.4143,54.645,74.0307,111.198254112055,82.5078710864142,95.5696841532365,69.6920391980666,75.2853043788979,54.5987887839491,56.7401487,79.3155564,54.0261144,74.3374935,52.6587992,71.7486325
69,83.3176,110.7817,70.5339,95.6628,55.4654,74.2638,112.051204547102,83.4065629928327,96.4348678424247,70.5844247428038,76.1213325920967,55.446186650582,57.1281174,80.3085628,54.371507,75.3000728,52.982325,72.605848
70,84.173,113.6152,71.5054,96.0532,56.4025,75.3516,112.868168551096,84.293310092932,97.1643819123813,71.4673872245293,77.0175689265523,56.3137244412573,57.5190892,81.0438425,54.7202407,76.001581,53.3084141,73.2337963
71,84.9897,113.9698,72.5156,96.4435,57.2611,77.4494,113.629400053691,85.1756828337356,97.8642348070568,72.3417500176114,77.9659847455463,57.1886102338331,57.9143416,81.713851,55.0735554,76.6360988,53.6381441,73.8035312
72,85.8454,114.482,73.2927,99.2562,58.0023,78.7704,114.315152984544,86.061251662267,98.6404349704013,73.2083364964183,78.9585514123606,58.058052106167,58.3156446,82.3593977,55.4332153,77.2451615,53.9730148,74.3507276
73,87.0515,116.414,74.0307,101.5245,58.7822,79.3533,114.79539088156,86.9417175910002,99.5165990404666,74.0653441416656,80.1088208597496,58.9310745337432,58.7241396,82.9921335,55.8003787,77.840921,54.3139813,74.8857737
74,88.1022,117.519,74.8466,101.1332,59.601,81.374,115.058060372348,87.8103184618507,100.427070360113,74.9122920134048,81.455427879644,59.8188203701552,59.1403928,83.6180392,56.175647,78.4295324,54.6615166,75.4141533
75,88.8419,116.414,75.779,100.8203,60.5751,84.4452,115.260390021117,88.6769299660041,101.343947430504,75.7519858550085,82.8779681240901,60.7116752604241,59.5645104,84.24003,56.5591244,79.0140624,55.0157308,75.9384542
76,89.5816,115.5463,76.5948,101.8376,61.7827,85.7287,115.559608392076,89.5514277946459,102.239328752803,76.5872314098492,84.2560372451344,61.6000248495712,59.9962665,84.8592861,56.9505742,79.5958757,55.3764344,76.4598215
77,90.4384,115.9011,77.5271,102.5814,62.7561,85.6509,116.112944049434,90.4436876389617,103.085312828173,77.4208344212995,85.4692308948234,62.4742547826178,60.4352046,85.4761603,57.3495171,80.1754701,55.7432154,76.9787077
78,91.2955,116.4534,78.3431,102.1899,63.4957,87.5963,116.803626916649,91.3478211111399,103.921567379656,78.2447360041172,86.5492299214089,63.343905609354,60.8807299,86.0905378,57.7553554,80.7528491,56.1155837,77.4951439
79,92.1528,116.8874,79.0035,104.1481,64.235,89.1922,117.477805940255,92.2540878042853,104.770335420469,79.0555294684186,87.6002360039779,64.218288039204,61.332179,86.7022753,58.1674186,81.3277512,56.4929712,78.0089283
80,93.1274,116.769,79.7418,106.6182,65.0521,88.6861,118.237088219076,93.1665853809588,105.577578387039,79.8629988506142,88.6106260408294,65.0874429566408,61.788838,87.310881,58.5849947,81.8999325,56.8747886,78.5198689
81,93.9853,117.0847,80.519,106.6182,65.7912,88.4525,119.183080851934,94.0894115037211,106.289257715792,80.6769281871146,89.5687769302625,65.9414112461375,62.2500223,87.9159867,59.0073836,82.468924,57.2604426,79.027581
82,94.7654,117.519,81.374,106.8144,66.6468,89.5816,120.44542933766,95.0238989589944,106.814614202006,81.4903021771994,90.4244205390863,66.7797612069534,62.7150635,88.5171813,59.4339059,83.0343382,57.6493759,79.5317695
83,95.858,119.5333,82.3846,108.7773,67.7354,90.4384,121.988897965821,95.9681339458766,107.173395554656,82.2946287136112,91.1714784845615,67.608892932967,63.1833285,89.1140547,59.8639275,83.5957999,58.0410563,80.0321216
84,96.912,122.8169,83.3565,109.6417,68.4741,90.5163,123.667772021344,96.9213442459426,107.477323580719,83.0974766229555,91.8646122906637,68.4290950005798,63.654234,89.7062266,60.2968511,84.1528898,58.434977,80.5283378
85,98.24,127.2973,83.9786,108.738,69.1737,92.1918,125.336336789154,97.8827576407671,107.838120087168,83.9064147318374,92.5584834813686,69.2406559861933,64.1272323,90.2933625,60.7321366,84.7052804,58.8306825,81.0201488
86,99.1389,131.0331,84.6785,108.1489,70.0676,94.5703,126.848877554178,98.8516019119249,108.367506880979,84.7290118668622,93.3077535806518,70.0438644662091,64.6018216,90.8751671,61.1692851,85.2526852,59.2277551,81.5073218
87,99.8426,130.6353,85.4953,108.5809,70.9225,95.6238,128.365924991224,99.8376682875565,108.916233318171,85.5606461140624,94.1396646225557,70.8378538235861,65.0775675,91.4513833,61.6078343,85.7948435,59.625814,81.9896552
88,100.6638,130.516,86.4289,109.288,71.6219,95.1555,130.027163827563,100.841773330809,109.372877266659,86.3944278460965,95.0124448829678,71.6230465830927,65.5540456,92.0217977,62.0473805,86.3315354,60.0245088,82.4669794
89,101.6811,131.9484,87.2071,109.6417,72.3602,95.6238,131.65561042682,101.849682825764,109.905903301267,87.2345243195087,95.8772352486312,72.4016650338443,66.0308994,92.5862253,62.4875429,86.862578,60.4235327,82.9391547
90,102.6597,132.028,88.1411,109.5631,73.3315,96.5997,133.07428115262,102.847162556506,110.683775996814,88.0851027908432,96.685176606289,73.1759314649565,66.5077962,93.144523,62.9279896,87.3878275,60.8226047,83.4060682
91,103.7171,132.6252,88.8808,109.7596,73.9531,96.5997,134.225220492167,103.840914221153,111.794538879855,88.9442183097504,97.4589254959605,73.9399612864034,66.9844395,93.6965812,63.3684242,87.9071702,61.2214757,83.86764
92,105.0103,135.4147,89.5816,110.1527,74.6523,96.7558,135.211933403816,104.842546925914,113.140528349,89.808588230109,98.2348785584863,74.690379237388,67.4605645,94.2423169,63.8085757,88.4205252,61.6199193,84.3238041
93,105.9513,137.0904,90.4384,112.2373,75.3905,99.0998,136.099626957928,105.845187567014,114.611648287156,90.6803732648054,98.9847868318415,75.4331716008691,67.9359342,94.7816729,64.248204,88.9278198,62.0177368,84.7745206
94,106.8536,136.3322,91.6851,115.3492,76.0898,100.3901,136.95350822486,106.841963040674,116.097802577231,91.5617341267261,99.680401354001,76.1743246598054,68.4103349,95.3146129,64.687094,89.4290279,62.4147474,85.2197662
95,107.9134,137.5695,92.6595,119.4148,76.789,100.2727,137.838784274972,107.826000243117,117.488895102131,92.4548315287575,100.29347316294,76.9198246971555,68.8835879,95.8411231,65.1250579,89.9241278,62.8107912,85.6595332
96,108.8951,139.3669,93.5953,122.5001,77.7214,101.2897,138.737957418445,108.803306537753,118.969515798513,93.3682157056416,100.726205346189,77.6586943141613,69.3555168,96.3612032,65.5619126,90.4131125,63.2057175,86.0938271
97,109.7203,139.8465,94.3363,122.3814,78.5373,102.7771,139.601813268716,109.780710630796,120.653850935618,94.3004694110737,101.002439855078,78.3852626100598,69.825973,96.8748679,65.9975162,90.8960024,63.5994126,86.5226649
98,110.703,139.7266,95.1165,122.7773,79.2756,102.8163,140.447983851029,110.752571432674,122.326198895222,95.23880213637,101.276386023284,79.1134756148021,70.2948246,97.3821442,66.4317334,91.372818,63.9917736,86.9460738
99,111.7257,141.6061,95.9361,124.5204,79.8584,101.9942,141.294101190631,111.713247853815,123.770858059106,96.1704233728466,101.702253184483,79.8572793583396,70.761953,97.8830698,66.8644436,91.8435932,64.3826745,87.3640905
100,112.7096,142.9266,96.9511,124.4808,80.519,101.7593,142.141315643611,112.661229433324,124.960754075794,97.1031281652191,102.175492694509,80.6107509129739,71.2272546,98.3776938,67.2955404,92.3083708,64.7720423,87.7767551
101,113.694,142.4864,98.0056,124.9961,81.3351,102.3465,142.972383923786,113.599624432997,126.033839062808,98.0477584483765,102.560309679231,81.3625220717268,71.6906382,98.8660669,67.7249294,92.7672003,65.1597969,88.1841195
102,114.5214,142.4463,99.0998,127.1782,82.0347,102.738,143.77734759299,114.529719847291,127.021951105418,98.9960940488953,102.964044127382,82.1183709456299,72.1520224,99.3482488,68.1525276,93.2201381,65.5458674,88.5862342
103,115.3492,144.6086,100.1163,128.5284,82.89,103.0513,144.546248213057,115.452802670663,127.956928288894,99.939914793352,103.494036027692,82.8840756457144,72.6113362,99.8243049,68.5782613,93.6672434,65.9302041,88.983157
104,116.2167,144.809,100.8985,127.8929,83.6286,103.0904,145.26912734582,116.37015989757,128.870608698508,100.871000508323,104.257625368893,83.665414283012,73.0685187,100.294301,69.0020617,94.1085839,66.3127405,89.3749478
105,117.2032,145.1697,101.7985,129.1642,84.4452,103.0513,145.835898388475,117.265327855111,129.714469755696,101.797519836148,105.335918233566,84.4604719769253,73.5235059,100.758309,69.4238811,94.5442261,66.6934247,89.7616683
106,118.1507,148.2174,102.8163,131.3117,85.1841,103.7955,146.253296717678,118.136460211528,130.465021468032,102.727597206397,106.638391967416,85.2642139800092,73.9762614,101.216407,69.8436647,94.974243,67.0722279,90.1433846
107,119.3358,149.4618,103.6388,131.9484,85.9621,106.069,146.68659686446,119.006769972997,131.191650799995,103.652946126492,108.014943453856,86.0777386030228,74.4267413,101.66867,70.2613693,95.3987096,67.4491137,90.5201634
108,120.2054,148.6187,104.4224,131.5504,86.8958,109.5238,147.301073359851,119.899470145693,131.963744716062,104.565280103852,109.315469576299,86.9021441567253,74.8749216,102.115178,70.6769688,95.8176966,67.8240594,90.8920734
109,120.8777,147.7359,105.52,132.7845,87.9854,113.5759,148.039502063392,120.798934272472,132.796213747315,105.464600383855,110.677266282671,87.7439758524436,75.3207531,102.556011,71.090419,96.2312814,68.1970273,91.259182
110,121.6294,148.0569,106.3828,133.8999,88.725,115.2703,148.769987197599,121.685396156577,133.639831680818,106.356318715002,112.245062523282,88.6039799898924,75.7642082,102.991247,71.5016723,96.6395397,68.5679973,91.6215582
111,122.5397,148.5786,107.3245,133.5413,89.3479,114.9155,149.545795837962,122.575859194766,134.467780365021,107.240264359405,113.879904685123,89.4745565124128,76.2052769,103.42097,71.9107434,97.0425499,68.9369511,91.9792712
112,123.3317,148.6187,108.1489,133.9796,90.2437,115.8617,150.420195059976,123.487326783796,135.253241648375,108.116266579174,115.442839155185,90.3481053633459,76.6439478,103.845259,72.3176048,97.4403902,69.3038751,92.3323931
113,124.243,149.3413,108.9344,136.3322,91.1786,117.2426,151.446451939131,124.436802320424,135.969397379331,108.98415463642,116.794912320458,91.2170264860326,77.0801953,104.264197,72.7222287,97.8331378,69.6687481,92.6809914
114,125.1547,151.1084,109.681,136.6913,91.9969,117.0058,152.719291485827,125.427888728737,136.560746071332,109.836217011113,117.937910550764,92.0909558494744,77.5140109,104.677864,73.1246041,98.2208703,70.0315727,93.0251357
115,126.2257,153.3593,110.5851,136.7312,93.0104,118.2692,154.196416988007,126.444963034848,137.050645657677,110.672348294749,118.985325543842,92.9771746673373,77.9453722,105.08634,73.5247211,98.6036646,70.3923398,93.3648951
116,127.2576,154.6464,111.5683,138.9674,93.9853,120.2054,155.725562937479,127.476189788562,137.530567116589,111.50378691672,119.965761678562,93.8645507499596,78.374289,105.489709,73.9225724,98.9815974,70.7510439,93.7003376
117,128.3298,156.86,112.5521,140.3662,94.7263,120.8382,157.154463826049,128.509733539686,138.091981426297,112.341771306422,120.907823333795,94.7419519076794,78.8007543,105.888048,74.3181495,99.3547443,71.1076809,94.0315316
118,129.5617,160.7679,113.4183,139.6866,95.6238,120.7986,158.589921189583,129.568989330471,138.657070873962,113.171312659823,121.776779245533,95.6151202944329,79.2247778,106.281437,74.7114528,99.7231808,71.4622486,94.3585435
119,131.1127,164.519,114.0486,138.8475,96.5997,122.5397,160.170010053793,130.668936155934,139.143617616549,113.981244745014,122.548365496426,96.4932583671044,79.6463401,106.66995,75.1024805,100.086981,71.814746,94.6814392
120,132.1872,163.7927,114.7578,139.0073,97.3417,124.2034,161.789375145258,131.785114495022,139.636492436992,114.788539849578,123.266887485331,97.3704243904544,80.0654452,107.053665,75.4912324,100.44622,72.1651739,95.000284
121,133.0633,162.8648,115.5857,139.5667,98.1228,124.2034,163.342661190558,132.89306482668,140.220566118225,115.610170261094,123.976650611106,98.2406766292433,80.4820942,107.432661,75.8777025,100.800966,72.5135339,95.3151428
122,133.9398,164.3576,116.3745,139.6866,99.0998,124.243,164.724512916273,133.968327629856,140.980709443181,116.463108267144,124.721960272611,99.0980733482314,80.8962915,107.807009,76.2619036,101.151295,72.8598288,95.6260792
123,134.8963,165.0436,117.1242,140.1263,99.9599,125.8289,165.905328466439,135.020072706992,141.950745433597,117.343331618823,125.507696113863,99.945783396362,81.3080413,108.176783,76.6438381,101.497277,73.2040621,95.9331563
124,135.8135,165.1647,118.0322,141.6461,100.8985,126.5432,166.96722142726,136.069409863198,143.053318697094,118.234818602299,126.291284952896,100.789063510701,81.7173512,108.542058,77.0235136,101.838981,73.5462464,96.2364353
125,137.0904,167.6678,119.0592,143.6074,101.7593,126.1463,167.972409688567,137.109789581426,144.20653239543,119.136542307759,127.045852949598,101.625103788194,82.1242267,108.902904,77.4009293,102.176476,73.886376,96.5359775
126,138.2882,169.9703,119.9682,144.6086,102.4248,126.821,168.983111140187,138.134662344626,145.328489690363,120.047475825388,127.744526263854,102.451094325784,82.5286753,109.25939,77.7760919,102.509828,74.2244501,96.8318421
127,139.1671,169.7279,120.8382,146.2119,103.2079,128.6476,169.981524292077,139.142257002695,146.52280190331,120.985217433019,128.344233737624,103.260665001585,82.9307042,109.611585,78.1490155,102.839106,74.5604873,97.1240884
128,140.1663,169.9299,121.8272,149.3815,103.9522,128.7669,170.924232430848,140.136791454645,147.878700879058,121.955561291055,128.854545595622,104.054089372567,83.3303226,109.959556,78.5196951,103.164373,74.8944957,97.4127744
129,141.1661,172.0715,123.1733,152.4748,104.7359,129.045,171.83503061132,141.120699757101,149.292720564421,122.939774313536,129.327550071875,104.838523053962,83.7275416,110.303371,78.8881406,103.485694,75.2264792,97.6979569
130,142.0462,173.729,124.1638,152.314,105.6768,131.3912,172.737713888312,142.096415966691,150.661394906211,123.919123414502,129.815335400405,105.621121660999,84.1223697,110.643095,79.2543611,103.803131,75.5564526,97.9796918
131,142.9266,173.4055,125.0358,151.6709,106.6575,132.2669,173.656077316643,143.06637414004,151.881257851244,124.874875507993,130.369989815238,106.40904080891,84.5148168,110.978792,79.6183659,104.116744,75.8844167,98.258034
132,144.0479,174.9014,125.8289,152.7964,107.3638,131.5902,174.613504309278,144.029063621172,152.95584666135,125.818253050939,130.881837018727,107.181240976081,84.9048942,111.310525,79.9801637,104.426597,76.2103795,98.5330375
133,145.0495,176.6807,126.7813,153.6408,107.9919,131.0331,175.586147436164,144.982193409587,153.96955479989,126.765940102357,131.300911336168,107.930752902369,85.2926128,111.638359,80.3397636,104.732749,76.534352,98.8047552
134,146.0916,176.3976,127.5752,153.6408,108.738,131.5902,176.526955487594,145.927027045128,154.940200515972,127.707395979417,131.768866935998,108.685837595212,85.6789119,112.362415,80.6980872,105.446617,76.8572257,99.4972161
135,146.9738,175.7506,128.5681,155.2901,109.4452,131.9484,177.38887725386,146.864828067637,155.885602058702,128.632079999289,132.427357986654,109.474756062052,86.0648934,113.239442,81.0562831,106.317594,77.1802082,100.351504
136,147.6958,177.5705,129.6809,157.1821,110.1527,132.028,178.127559154102,147.790637847008,156.776530138982,129.538750074019,133.298403752798,110.294268660209,86.4537631,113.877195,81.4175825,106.94173,77.5065908,100.951681
137,148.5786,178.4604,130.4364,157.1821,110.939,132.6252,178.765385219592,148.702141287799,157.594261692497,130.434138308681,134.282530854851,111.122902878896,86.8468446,114.455195,81.7832886,107.504658,77.8375968,101.488702
138,149.4216,178.5413,131.2719,157.5848,111.7257,133.9796,179.355410658827,149.604567231843,158.372374305526,131.319665309995,135.339154494884,111.961570423388,87.2458457,115.012088,82.1551514,108.045753,78.175032,102.003108
139,150.4657,180.9281,132.227,159.5588,112.6702,135.7338,179.950690680298,150.503144520974,159.14444556435,132.196751684679,136.42768987497,112.811182998956,87.6519291,115.558881,82.5343178,108.576354,78.5200172,102.506626
140,151.5102,183.5984,133.0633,161.1308,113.5759,136.6115,180.604280492502,151.403101997026,159.94405305525,133.066818039452,137.507552197182,113.672652310876,88.0656165,116.101262,82.9213276,109.102269,78.8731473,103.005274
141,152.515,183.2748,133.7804,160.8889,114.4426,138.2083,181.177753488589,152.28308231985,160.79691575224,133.930509115842,138.712456813157,114.564819191197,88.487042,116.641941,83.3162868,109.626257,79.234524,103.501996
142,153.3593,181.8991,134.7368,161.6549,115.4675,141.4461,181.621779484329,153.137836073117,161.675911815415,134.787121921176,140.09375261102,115.489083591804,88.9159794,117.181918,83.7189792,110.149472,79.6039007,103.997979
143,154.1234,181.6967,135.7338,163.0261,116.6507,144.4484,182.123058322138,153.996753984387,162.535357610179,135.636055460866,141.487305097571,116.420195897721,89.3519922,117.721497,84.1289565,110.672247,79.9808302,104.493615
144,154.928,182.3846,136.6514,163.1875,117.5979,144.2882,182.868289844435,154.889226781225,163.329569501938,136.476708740325,142.728979779612,117.332906493972,89.7944721,118.260548,84.5456332,111.194437,80.3647199,104.988852
145,155.7329,182.3846,137.4098,162.8245,118.4272,143.8076,183.858904408184,155.808876938393,164.034505874228,137.305308407902,143.83135875791,118.236972227518,90.242771,118.798702,84.9683305,111.71584,80.7548984,105.48335
146,156.5379,182.7893,138.1284,164.3979,119.1777,145.0495,184.955779828885,156.732693938515,164.674435850029,138.120986407733,144.909213437257,119.15215071453,90.6962064,119.33559,85.3963665,112.235905,81.1506735,105.976779
147,157.3834,184.4077,138.8076,165.2858,119.9682,145.6907,186.134787136761,157.665119020936,165.276141903918,138.927499688914,145.951693280481,120.068193493845,91.1540966,119.87064,85.8290533,112.754217,81.5513372,106.468601
148,158.3904,186.1476,139.5667,165.2858,120.7986,145.6506,187.371797362034,158.610593425003,165.866406510467,139.728605200539,146.947947750414,120.974852104302,91.6157826,120.403413,86.2657276,113.270304,81.9562255,106.958393
149,159.5185,187.2806,140.4462,166.941,121.8272,147.2545,188.642681534926,159.573558390061,166.472012144252,140.528059891703,147.887126309886,121.86187808474,92.0806453,120.933443,86.7057632,113.783701,82.364709,107.445702
150,160.4454,189.3442,141.4061,169.2027,122.8169,149.1004,190.122155038423,160.567705401892,166.969058554407,141.305498142107,148.728852592089,122.731465241898,92.5481094,121.460293,87.1485769,114.293987,82.7761973,107.930105
151,161.413,193.1066,142.3263,169.3239,123.6486,149.3413,191.852667283368,161.590887393107,167.332019562226,142.056763017974,149.479608228685,123.592500797347,93.0176389,121.983578,87.5936356,114.800782,83.1901467,108.411228
152,162.7439,197.0298,143.0468,168.1121,124.4808,149.5421,193.611690341765,162.623787773293,167.735238750522,142.809924498184,150.19882968021,124.444776412177,93.4887385,122.502956,88.0404373,115.303749,83.6060629,108.888735
153,163.9944,197.515,143.6474,167.8698,125.3134,151.2691,195.176696285622,163.64708995204,168.353059702107,143.593052561616,150.945953407203,125.28808374748,93.9609833,123.01813,88.4885399,115.802595,84.0234951,109.362336
154,164.9225,196.4232,144.3283,168.4352,126.067,152.8768,196.590576050089,164.671706489483,169.158394602355,144.397310071155,151.732235332197,126.121412572479,94.4339639,123.528843,88.9375494,116.29707,84.4420329,109.831779
155,165.8105,198.1619,145.0895,168.6371,126.9003,152.6758,198.015935703652,165.713725803889,170.016295271661,145.200496673686,152.521501416677,126.945009086125,94.9073206,124.034883,89.3870923,116.786959,84.8613098,110.296848
156,166.7391,199.8194,145.8109,169.1219,127.734,152.9974,199.40982001832,166.761595092053,170.939314745374,146.010637524086,153.302043179601,127.760549594103,95.380731,124.536072,89.8368427,117.27209,85.2809931,110.757382
157,167.7082,199.213,146.6129,170.6571,128.6079,154.4854,200.729273766099,167.803761550765,171.940006058841,146.835757777233,154.062152139926,128.569710402095,95.8539056,125.032267,90.2865063,117.752321,85.7007856,111.213227
158,168.6371,200.7086,147.4952,172.4354,129.5219,155.0085,201.931341718998,168.82867237682,173.030922247412,147.683882588005,154.790119816611,129.374167815786,96.3265851,125.523356,90.7358219,118.227539,86.1204293,111.664276
159,169.8491,203.4966,148.5384,173.3246,130.2773,154.5257,202.972681736755,169.84263301094,174.353565511889,148.561458743452,155.477846137975,130.170351483973,96.7985363,126.009252,91.1845555,118.69766,86.5396781,112.110444
160,170.8592,204.3853,149.4618,174.861,130.9536,155.2901,203.886992471507,170.855626901669,175.911110566048,149.4621298051,156.131302534473,130.956250181424,97.2695531,126.4899,91.6324973,119.162622,86.9583201,112.551667
161,171.8291,203.8601,150.3853,178.0964,131.63,156.7795,204.746879883862,171.861618257527,177.508619214694,150.37471608954,156.75988777826,131.735878902778,97.7394499,126.965244,92.0794603,119.622384,87.3761593,112.987903
162,172.9204,205.5564,151.2691,181.5349,132.3863,156.7795,205.624949934428,172.854571287035,178.951153262636,151.288037913364,157.373000641494,132.513252642677,98.2080628,127.435266,92.5252779,120.076921,87.7930454,113.419124
163,173.8502,207.8171,152.4748,182.6678,133.1429,157.7056,206.517359227831,173.840675326392,180.316325995597,152.213074457444,157.889462486357,133.275464125025,98.6752457,127.899957,92.9698029,120.526223,88.208806,113.845322
164,174.7397,208.0593,153.2789,181.6563,133.9796,160.1633,207.375508176357,174.826211599029,181.759998046942,153.160372243051,158.287052744853,134.016711597137,99.1408724,128.35932,93.4128991,120.970295,88.6233188,114.266497
165,175.7506,207.7768,154.1636,183.3557,134.9761,160.9292,208.204868452103,175.805282144312,183.204602242928,154.11810259737,158.663607293873,134.751668338764,99.604812,128.813369,93.8544545,121.409151,89.0364639,114.682662
166,176.883,209.2296,155.0487,185.3384,135.7338,159.9215,209.010911727168,176.771989001609,184.572571409817,155.074436847586,159.116962010303,135.495007629656,100.066979,129.26213,94.2943657,121.842816,89.4481363,115.09384
167,177.8537,210.2381,156.0146,184.8123,136.3721,159.5991,209.799109673648,177.720434210285,185.786338373868,156.017546320887,159.744952771033,136.261402749564,100.527282,129.705632,94.7325398,122.27132,89.8582418,115.500059
168,178.784,209.5927,156.8197,185.8239,137.1303,160.0021,210.586397013612,178.654325465887,186.813554190342,156.954992856318,160.475224812428,137.037114426122,100.985652,130.143917,95.1688967,122.694701,90.2666978,115.901357
169,179.6335,210.1171,157.8264,187.8875,137.7691,160.2842,211.365618445088,179.578682068496,187.715796661767,157.897316260353,161.212916543799,137.808651612293,101.442002,130.577027,95.6033654,123.113004,90.6734312,116.297774
170,180.4021,212.0126,158.9141,188.8991,138.488,160.4858,212.10611060412,180.489573464283,188.556388735302,158.837154811319,162.022103601456,138.591059925825,101.896274,131.005013,96.035883,123.526278,91.0783772,116.689359
171,181.1709,212.0932,159.7603,188.4944,139.1671,161.534,212.777210126752,181.383069099419,189.398653358108,159.767146787543,162.966861621708,139.399384984465,102.348413,131.427924,96.4663947,123.934574,91.4814831,117.07616
172,182.1014,212.4158,160.6873,190.0319,140.0064,163.2682,213.394121650279,182.260157316133,190.221577643042,160.693224624501,164.13754525467,140.236500820359,102.798375,131.845818,96.8948532,124.337949,91.8826946,117.458232
173,183.113,215.3577,161.6549,192.2167,140.9661,164.7207,213.983310031984,183.123641884468,190.979951987492,161.622164490923,165.512479337586,141.092165758159,103.246119,132.258754,97.321217,124.73646,92.2819787,117.835632
174,184.084,216.6062,162.5018,192.5808,141.8861,165.7701,214.531002237887,183.972315392315,191.700804265407,162.547870265014,166.987694787467,141.961751854371,103.691614,132.666791,97.7454504,125.130168,92.6792876,118.208417
175,184.9742,215.6396,163.3086,192.0548,142.7265,168.1929,215.023425234009,184.804970427564,192.411162350741,163.464245824978,168.45922252132,142.840631165498,104.134821,133.069992,98.1675227,125.519133,93.0745877,118.576645
176,185.6216,214.8339,164.4383,193.1875,143.7275,171.5462,215.446805986373,185.620399578108,193.138054117444,164.365195049022,169.823093456155,143.724175748045,104.575724,133.468422,98.5874075,125.903419,93.467856,118.940377
177,186.3904,215.841,165.4472,193.9965,144.8892,173.8907,215.652917718077,186.404735201009,193.880909088432,165.255552636131,171.212243076155,144.629449386098,105.01431,133.862144,99.0050832,126.283089,93.8590525,119.299674
178,187.2806,216.6062,166.3353,193.5112,145.7708,173.3246,215.645559365393,187.158654572444,194.611813246494,166.140891244692,172.728448381892,145.562302462173,105.45055,134.251224,99.4205311,126.658208,94.2481845,119.654599
179,188.0494,216.4854,167.0621,194.037,146.6129,173.8502,215.638996464098,187.902767658976,195.316779155395,167.016221692013,174.22100256496,146.501286930423,105.884432,134.635725,99.8337364,127.028842,94.6352267,120.005214
