id,M9_solder_measurement,M9_board_measurement,M8_solder_measurement,M8_board_measurement,M7_solder_measurement,M7_board_measurement,M9_board_measurement_sm,M9_solder_measurement_sm,M8_board_measurement_sm,M8_solder_measurement_sm,M7_board_measurement_sm,M7_solder_measurement_sm,M9_solder_simulation,M9_board_simulation,M8_solder_simulation,M8_board_simulation,M7_solder_simulation,M7_board_simulation
395,166.9006,59.9461,164.6804,43.6662,162.9858,99.5861,59.8799338390982,166.932527450979,43.1406255116979,164.75836261512,99.777673793924,162.909493153876,207.126041,236.170173,196.105663,227.116815,187.752583,218.13739
396,166.5372,58.7761,164.2365,42.5762,162.5825,99.1761,58.729929774781,166.510369884026,41.8288725864948,164.335204552329,98.5613953632929,162.524922596522,207.530601,236.486067,196.573077,227.526397,188.21217,218.541934
397,166.1335,57.5261,163.8734,40.7269,162.1791,97.8861,57.4960890664864,166.111300666294,40.5452146796644,163.934244712322,97.3343979233991,162.14052679801,207.932931,236.798846,197.037958,227.931399,188.669263,218.941928
398,165.6491,56.4362,163.3489,39.2377,161.7355,96.8362,56.2224775383933,165.704462157448,39.2756590325873,163.535957854487,96.1074703776429,161.753700205053,208.333037,237.108487,197.50031,228.331981,189.123858,219.337432
399,165.205,55.3465,162.9455,37.7885,161.2921,95.187,54.953161014681,165.258996717158,38.0062128866444,163.12081873821,94.8914016294248,161.361837264362,208.730926,237.415082,197.960132,228.728249,189.57595,219.728654
400,164.7207,54.0571,162.5825,36.3396,160.9292,93.6983,53.7322053195286,164.74404670509,36.7228834832164,162.669302122879,93.696980582145,160.962332422649,209.126604,237.718627,198.417426,229.120077,190.025564,220.115651
401,164.2365,52.4483,162.2194,34.6514,160.4858,92.1702,52.5057860204982,164.201578639112,35.4291047853101,162.203992030577,92.4787841911957,160.549147626017,209.520079,238.019247,198.872187,229.507779,190.472688,220.498409
402,163.712,50.7202,161.8968,33.7615,160.123,90.8822,51.2318860821544,163.660425872129,34.1351258761962,161.744014175951,91.2237813575187,160.12412575878,209.911359,238.31688,199.324438,229.891268,190.917327,220.87697
403,162.99965,49.2721,161.4937,32.8317,159.72,89.6742,49.97228242418,163.070031016368,32.8371766776502,161.264655857237,89.9913489028394,159.696482674963,210.300452,238.611631,199.774182,230.270584,191.359489,221.251391
404,162.2873,48.662,161.0501,31.7423,159.317,88.7058,48.7887519662575,162.379836684054,31.5314871114481,160.741204372667,88.8408636488827,159.275434228592,210.687368,238.903576,200.221425,230.645954,191.79918,221.62186
405,161.57495,47.8125,160.341793333333,30.613,158.9141,87.6977,47.6929408681161,161.562100147697,30.211932466822,160.167389061059,87.769318682989,158.856170336134,211.072114,239.192609,200.666174,231.01723,192.236406,221.988392
406,160.8626,46.5641,159.633486666667,29.404,158.5112,86.6898,46.6443947845861,160.64589067805,28.8825407059328,159.558906092989,86.7347058966236,158.431248729528,211.454702,239.478951,201.108447,231.384601,192.671175,222.35093
407,160.15025,45.1166,158.92518,28.1552,158.0278,85.6022,45.626739878002,159.665868884706,27.5547707599493,158.923993014329,85.7379003176996,158.005936986006,211.835152,239.76252,201.548238,231.748111,193.103497,222.709584
408,159.4379,44.3868,158.216873333333,26.6672,157.5848,84.4752,44.6236023106982,158.656695377254,26.2400815600403,158.270887370953,84.7797769741299,157.585502682799,212.213456,240.043368,201.985554,232.107791,193.533382,223.064459
409,158.1084,43.6969,157.508566666667,25.1398,157.1418,83.7863,43.6186082450094,157.653030765286,24.9499320373746,157.607826708733,83.8612108938275,157.175213397138,212.589627,240.321619,202.420407,232.46373,193.960838,223.415693
410,156.7795,42.8875,156.80026,23.4929,156.699,83.0974,42.6556301507962,156.549010387579,23.6630769103389,156.931511204583,83.0127675923676,156.773640596038,212.964374,240.819171,202.853552,233.036517,194.386614,223.985348
411,155.3706,41.9586,156.091953333333,21.528,156.2561,82.5678,41.752325613841,155.308160788033,22.364679212448,156.233711592123,82.2355095128493,156.375749708914,213.3383,241.415995,203.285514,233.706314,194.811239,224.651235
412,154.043,40.9898,155.383646666667,20.1606,155.8939,81.4014,40.8529984703609,154.069229383924,21.0758103475626,155.515271252287,81.4860570744716,155.981399256595,213.713496,241.877302,203.718347,234.240626,195.236774,225.181093
413,152.7562,39.9811,154.67534,19.3902,155.5719,80.5934,39.9019525565727,152.970963592532,19.8175417195434,154.777033566007,80.7210306964337,155.590447759914,214.090929,242.305993,204.153094,234.741453,195.664229,225.67738
414,151.5102,39.0124,153.967033333333,18.5402,155.2096,79.9842,38.9011714185568,151.973344219889,18.6055863472756,154.000336694113,79.9589786063838,155.206939452871,214.471723,242.723609,204.590857,235.230402,196.094717,226.161593
415,150.2649,37.9641,153.258726666667,17.6504,154.8878,79.4944,37.8895768105144,150.96805986271,17.4303949011775,153.180990107727,79.2344584917166,154.832133711565,214.856611,243.136593,205.03236,235.713946,196.528968,226.640362
416,149.1406,36.9557,152.55042,16.5617,154.4854,78.5671,36.8668798808443,149.991419624294,16.2751452624098,152.341544153227,78.5281049612512,154.461711769969,215.24596,243.54794,205.477967,236.194927,196.96734,227.116611
417,148.6543,35.9076,151.842113333333,15.4331,154.1234,77.6399,35.8327917779451,149.079732607939,15.1230153121329,151.504549176988,77.8205526238065,154.091354862058,215.639841,243.959249,205.927753,236.675045,197.409904,227.592018
418,148.168,34.8198,151.133806666667,14.1853,153.8017,76.9117,34.7870236502153,148.269307916943,13.9571829315075,150.692555525385,77.0924360882015,153.716744221806,216.038102,244.370909,206.381564,237.154669,197.856508,228.066937
419,147.6817,33.6923,150.4255,13.0171,153.3996,76.5412,33.6571590921291,147.592880050623,12.7311705869568,149.85202575517,76.3138045160982,153.31891825377,216.440446,244.78312,206.839111,237.633986,198.306867,228.541449
420,147.1954,32.6444,149.1004,11.7694,152.9974,75.8129,32.4395821830028,147.022512975119,11.4569639969293,148.959753068394,75.500261152987,152.900544308401,216.846488,245.195692,207.300008,238.112822,198.760595,229.015432
421,146.7091,31.5569,147.97695,10.5219,152.5954,75.1642,31.2372047984977,146.503509993963,10.2054359206234,148.083783779387,74.7007717334296,152.489747038507,217.028639,245.608195,207.763826,238.590704,199.217267,229.488676
422,146.2228,30.4297,146.8535,9.2745,152.1934,74.1976,30.1529388142752,145.981174410691,9.04745911723729,147.292164202476,73.9643019919877,152.114651096899,217.103515,246.020313,208.230119,239.067421,199.676436,229.960589
423,145.7365,29.2629,145.7708,8.0669,151.7915,73.3503,29.0993354004418,145.465472064654,7.87972854527573,146.551174033858,73.2318087127691,151.744813672433,217.175869,246.43141,208.698446,239.542431,200.137661,230.430755
424,145.2502,28.136,145.347075,6.8195,151.3495,72.384,27.9959037933127,144.996811145254,6.64266334138221,145.807957382729,72.4635337165066,151.357599277573,217.260707,246.841501,209.168379,240.015356,200.600518,230.899084
425,144.7639,27.049,144.92335,5.5723,151.028,71.8546,26.955992967862,144.566158481103,5.47272253196309,145.101857182914,71.7373702926989,150.992843550537,217.356231,247.249943,209.639523,240.485957,201.064609,231.364938
426,144.2776,25.8826,144.499625,4.3252,150.6665,71.087,26.0929518990641,144.164480900811,4.50636514342473,144.472216368241,71.131211730845,150.690382129544,217.460829,247.656403,210.111501,240.953752,201.529558,231.828017
427,143.7913,24.7958,144.0759,2.9988,150.2247,70.2797,25.3941537586298,143.776438998872,3.72840341657305,143.924755421195,70.6297945941578,150.44654476019,217.573479,248.060568,210.583972,241.418606,201.995026,232.288043
428,143.305,23.59,143.652175,1.7122,149.8231,69.2741,24.7754448173128,143.405693238746,3.03800697435284,143.434196938937,70.1744992610789,150.231902144224,217.69326,248.462274,211.056621,241.880033,202.460698,232.744864
429,142.8187,23.59,143.22845,1.7122,149.8231,69.2741,24.242883698652,143.071710252493,2.44317091637872,142.993387027306,69.7781847439501,150.047651354088,217.819496,248.861065,211.529167,242.338036,202.926294,233.198293
430,142.3324,23.59,142.804725,1.7122,149.8231,69.2741,23.8025290261862,142.793956672173,1.95189034226529,142.595171792139,69.4537100551131,149.894989462225,217.95161,249.256964,212.001351,242.792406,203.391555,233.647963
431,142.3324,23.59,142.381,1.7122,149.8231,69.2741,23.5183470861882,142.589899611059,1.63492782972723,142.248714158501,69.2453702572467,149.796355279225,218.089122,249.649622,212.472945,243.24285,203.856251,234.093757
432,142.3324,23.59,141.957275,1.7122,149.8231,69.2741,23.4034389922857,142.450473257463,1.50583933374228,141.960081361146,69.156281818981,149.756949086033,218.231622,250.03882,212.94374,243.689415,204.32018,234.535723
433,142.3324,23.59,141.53355,1.7122,149.8231,69.2741,23.3875656090496,142.355344856002,1.48681001981961,141.717475970446,69.1375358615857,149.75211016062,218.378754,250.424678,213.413555,244.131842,204.783155,234.973611
434,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.4004878010512,142.284181651295,1.50002505346842,141.509100556774,69.14022350633,149.757177780957,218.530205,250.806926,213.882225,244.570107,205.245012,235.40728
435,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.3719664328615,142.21665088796,1.46766960019789,141.323157690504,69.1154358744837,149.747491225015,218.923770090909,251.185515,214.349603,245.004192,205.705604,235.836891
436,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.3635631840061,142.189681365907,1.45852777474051,141.185413413954,69.1080702701526,149.744533331603,219.317335181818,251.560513,214.815556,245.434018,206.1648,236.26233
437,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.4393168763225,142.223757703969,1.54358823917075,141.108316380245,69.1629678916602,149.77082254019,219.710900272727,251.931727,215.27997,245.859597,206.622485,236.683352
438,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.5327040878489,142.27388087515,1.6483429800107,141.060093075955,69.2311357016021,149.803251529742,220.104465363636,252.299145,215.742741,246.280811,207.078555,237.100167
439,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.5772013966238,142.295051852453,1.69828398378251,141.008969987664,69.2635806625739,149.818712979227,220.498030454545,252.662838,216.076259,246.697756,207.532919,237.512752
440,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.5771742967585,142.293620990804,1.698258053146,140.977949378641,69.2635562890381,149.818705382416,220.891595545455,253.022753,216.409777,247.11047,207.985498,237.921114
441,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.5801785810688,142.302218947772,1.70152507562754,140.995149536759,69.2660252866413,149.819735382696,221.285160636364,253.378807,216.743295,247.518822,208.436221,238.325121
442,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.5844762756493,142.315267150318,1.70619666504909,141.036470985496,69.269558404755,149.821207883459,221.678725727273,253.731109,217.076813,247.922997,208.885025,238.72501
443,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.5883294065948,142.327187025407,1.7103844352326,141.077814248332,69.2727263927507,149.822527788097,222.072290818182,254.079642,217.151827,248.322843,209.331857,239.120634
444,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.095079848747,69.2741,149.8231,222.465855909091,254.424336,217.240796,248.718782,209.776668,239.512133
445,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.095805184459,69.2741,149.8231,222.859421,254.765384,217.340941,249.110321,210.219417,239.899381
446,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.101049229555,69.2741,149.8231,223.595552,255.102724,217.450843,249.497677,210.660069,240.282664
447,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.10699487206,69.2741,149.8231,224.249728,255.436336,217.569141,249.880869,211.098594,240.661923
448,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,224.855268,255.766304,217.694738,250.260103,211.534956,241.037105
449,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,225.427771,256.092804,217.826839,250.63522,211.969146,241.408217
450,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,225.97523,256.415707,217.964783,251.006397,212.401144,241.77551
451,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,226.502882,256.735251,218.108029,251.373537,212.830934,242.138979
452,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,227.013596,257.051266,218.256126,251.736723,213.258511,242.498564
453,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,227.509969,257.363929,218.408693,252.096055,213.683844,242.854356
454,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,227.993732,257.673301,218.565397,252.451502,214.106949,243.206478
455,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,228.466349,257.979347,218.9451503,252.803144,214.527807,243.554904
456,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,228.928967,258.282203,219.3249036,253.15108,214.946414,243.899652
457,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,229.382515,258.581861,219.7046569,253.495257,215.226967,244.240875
458,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,229.827785,258.878404,220.0844102,253.835826,215.50752,244.578616
459,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,230.265445,259.171812,220.4641635,254.172726,215.788073,244.912792
460,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,230.696079,259.462164,220.8439168,254.506001,216.068626,245.243465
461,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,231.120194,259.749574,221.2236701,254.835804,216.349179,245.570829
462,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,231.537494,260.033771,221.6034234,255.162018,216.629732,245.894931
463,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,231.950078,260.315282,221.9831767,254.558617973684,216.910285,245.335167210526
464,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,232.356717,260.593944,222.36293,253.955217947368,217.190838,244.775403421053
465,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,232.759061,259.902845361111,223.203348,253.351817921053,217.277593,244.215639631579
466,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,233.156519,259.211746722222,223.911422,252.748417894737,217.373263,243.655875842105
467,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,233.549084,258.520648083333,224.551282,252.145017868421,217.476482,243.096112052632
468,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,233.937637,257.829549444444,225.148574,251.541617842105,217.58634,242.536348263158
469,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.322245,257.138450805556,225.714926,250.938217815789,217.702033,241.976584473684
470,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.703051,256.447352166667,226.257887,250.334817789474,217.822969,241.416820684211
471,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.080209,255.756253527778,226.781662,249.731417763158,217.948644,240.857056894737
472,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.454188,255.065154888889,226.816888522727,249.128017736842,218.078642,240.297293105263
473,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.824612,254.37405625,226.852115045455,248.524617710526,218.212614,239.73752931579
474,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,236.191722,253.682957611111,226.887341568182,247.921217684211,218.350257,239.177765526316
475,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,236.55568,252.991858972222,226.922568090909,247.317817657895,218.491309,238.618001736842
476,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,236.499705475,252.300760333333,226.957794613636,246.714417631579,218.635487,238.058237947368
477,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,236.44373095,251.609661694444,226.993021136364,246.111017605263,218.782409,237.498474157895
478,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,236.387756425,250.918563055556,227.028247659091,245.507617578947,218.931557,236.938710368421
479,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,236.3317819,250.227464416667,227.063474181818,244.904217552632,219.082279,236.378946578947
480,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,236.275807375,249.536365777778,227.098700704545,244.300817526316,219.233834,235.819182789474
481,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,236.21983285,248.845267138889,227.133927227273,243.6974175,219.385427,235.259419
482,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,236.163858325,248.1541685,227.16915375,243.094017473684,219.53626,234.699655210526
483,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,236.1078838,247.463069861111,227.204380272727,242.490617447368,219.68555,234.139891421053
484,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,236.051909275,246.771971222222,227.239606795455,241.887217421053,219.832553,233.580127631579
485,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.99593475,246.080872583333,227.274833318182,241.283817394737,219.97857,233.020363842105
486,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.939960225,245.389773944444,227.310059840909,240.680417368421,221.087845,232.460600052632
487,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.8839857,244.698675305556,227.345286363636,240.077017342105,221.123322304348,231.900836263158
488,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.828011175,244.007576666667,227.380512886364,239.473617315789,221.158799608696,231.341072473684
489,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.77203665,243.316478027778,227.415739409091,238.870217289474,221.194276913043,230.781308684211
490,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.716062125,242.625379388889,227.450965931818,238.266817263158,221.229754217391,230.221544894737
491,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.6600876,241.93428075,227.486192454545,237.663417236842,221.265231521739,229.661781105263
492,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.604113075,241.243182111111,227.521418977273,237.060017210526,221.300708826087,229.102017315789
493,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.54813855,240.552083472222,227.5566455,236.456617184211,221.336186130435,228.542253526316
494,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.492164025,239.860984833333,227.591872022727,235.853217157895,221.371663434783,227.982489736842
495,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.4361895,239.169886194444,227.627098545455,235.249817131579,221.40714073913,227.422725947368
496,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.380214975,238.478787555556,227.662325068182,234.646417105263,221.442618043478,226.862962157895
497,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.32424045,237.787688916667,227.697551590909,234.043017078947,221.478095347826,226.303198368421
498,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.268265925,237.096590277778,227.732778113636,233.439617052632,221.513572652174,225.743434578947
499,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.2122914,236.405491638889,227.768004636364,232.836217026316,221.549049956522,225.183670789474
500,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.156316875,235.714393,227.803231159091,232.232817,221.58452726087,224.623907
501,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.10034235,233.55806,227.838457681818,230.110132,221.620004565217,222.628449
502,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,235.044367825,231.729086,227.873684204545,228.311961,221.655481869565,220.930948
503,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.9883933,230.012077,227.908910727273,226.624765,221.690959173913,219.337828
504,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.932418775,228.366158,227.94413725,225.007811,221.726436478261,217.810994
505,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.87644425,226.772737,227.979363772727,223.442879,221.761913782609,216.333281
506,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.820469725,225.220804,228.014590295455,221.918956,221.797391086957,214.894231
507,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.7644952,223.703026,228.049816818182,220.42872,221.832868391304,213.48733
508,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.708520675,222.214811,228.085043340909,218.967623,221.868345695652,212.107724
509,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.65254615,220.752904,228.120269863636,217.532233,221.903823,210.752198
510,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.596571625,219.31529,228.155496386364,216.121167,221.563302,209.419139
511,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.5405971,217.90057,228.190722909091,214.732496,221.207156,208.107009
512,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.484622575,216.507722,228.225949431818,213.365558,220.83708,206.814985
513,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.42864805,215.135987,228.261175954545,212.019414,220.457727,205.542451
514,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.372673525,213.784954,228.296402477273,210.693604,220.069538,204.288948
515,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,234.316699,212.45418,228.331629,209.387653,219.96377,203.054004
516,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,233.832991,211.143281,227.873291,208.101342,219.883339,201.83758
517,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,233.342272,209.851922,227.407703,206.834275,219.810217,200.639007
518,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,232.845379,208.579863,226.935739,205.586311,219.724489,199.45827
519,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,232.343103,207.326619,226.458196,204.356857,219.628055,198.295162
520,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,231.836121,206.09204,225.97578,203.145802,219.522152,197.149352
521,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,231.325181,204.875844,225.489155,201.952712,219.407705,196.020719
522,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,230.810758,203.67774,224.998904,200.777466,219.285455,194.908885
523,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,230.293403,202.497395,224.505549,199.619745,219.156007,193.813827
524,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,229.773541,201.334657,224.009564,198.479299,218.7766565,192.735029
525,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,229.251622,200.189081,223.511385,197.355791,218.397306,191.669951
526,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,228.728016,199.060456,223.011362,196.249072,218.0179555,190.623292
527,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,228.203074,197.948564,222.509875,195.158655,217.638605,189.592386
528,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,227.677112,196.853101,222.007227,194.084406,217.2592545,188.576818
529,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,227.150411,195.773744,221.503742,193.026117,216.879904,187.576443
530,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,226.6232,194.710351,220.999704,191.983467,216.5005535,186.591177
531,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,226.09573,193.662533,220.498248,190.9564,216.121203,185.620638
532,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,225.568206,192.63005,220.2216875,189.944387,215.7418525,184.664511
533,142.3324,23.59,141.109825,1.7122,149.8231,69.2741,23.59,142.3324,1.7122,141.109825,69.2741,149.8231,225.040803,191.612705,219.945127,188.947375,215.362502,183.722598
